id,smiles,true
CHEMBL1185586,[N+](COC(=O)C)(CC)(CC)CC,-2.502157828
CHEMBL1186039,C(c1c(non1)C#N)N(C)C,-1.1813130125
CHEMBL1187284,N1(C[C@@H]2[C@H](C1)CNC2)c1ccccn1,-2.853488515
CHEMBL1187322,c1ccc(c(c1F)[C@@H]1C[C@H]1CN)F,-2.9522490764
CHEMBL1187404,c1c(ccc(c1)CC[N+](C)(C)C)OC,-3.0571581339
CHEMBL1187409,C(c1c(non1)C(=O)N)N(C)C,-1.418179357
CHEMBL1187475,C1=NC[C@@H](N1)CCN,-3.4130381347
CHEMBL1187477,C1(=NC[C@@H](N1)CCN(C)C)N,-3.7311036878
CHEMBL1187489,[n+]1(cn(c2c1N[C@H](N(C2=O)C)N)C)C,-2.1328779717
CHEMBL1187904,C(=N\NC(=[NH2+])N)(\C(=O)[O-])/CC,-2.0682096483
CHEMBL1187921,c1(c(N(C)C)cncc1NC)CN,-2.7690326595
CHEMBL1188321,c1c(ccc(c1)C(=C)CNN)F,-2.475335758
CHEMBL1188453,s1c(nnc1c1ccccc1)NN,-2.0441647041
CHEMBL1188517,c1c(cc2c(c1)CNC(=N2)N)F,-3.0391687779
CHEMBL1188521,c1(nc2n(c1)cccc2)C(=O)OCC,-2.1913601096
CHEMBL1188759,c1ccc2c(c1C)CNC(=N2)N,-3.1831492246
CHEMBL1188936,[P@](=O)([C@@H](N)CCCN)(O)CC,-3.7296089912
CHEMBL1188944,c1(nc(ccc1)C)N1CCNCC1,-2.7210807724
CHEMBL1189149,[N+]1(=CC=[N+]([C@@H]1C)C)C,0.6481916433
CHEMBL1189150,[N+]1(=[N+]2CCOCC2)[N-]OC(=C1)[NH-],-1.4658240275
CHEMBL1189338,N1C(=N)CC([C@H]1CCCCC)(C)C,-3.6258633423
CHEMBL1190251,n1(c(ccc1C)C)CC(=O)NC(=N)N,-2.7606758056
CHEMBL1190342,c1cncc(c1)c1nc([s@@](=O)c1)N,-1.2356180716
CHEMBL1190534,N1=C(C[C@H](C(=O)OC)CC1)N,-3.0943484389
CHEMBL1190662,C12=NC(=O)CN2Cc2c(N1)scc2,-2.6605718738
CHEMBL1191025,C(=N\CCC(=O)OC)(/C(=N)N)\N,-2.5158313739
CHEMBL1191128,N1=C(NCC[C@@H]1C(=O)OC)N,-2.8954757911
CHEMBL1191242,C(=O)([C@H]1CNC=NC1)O/C=C(/CC)\C,-2.8239945965
CHEMBL1191308,c12c(C[C@H]([C@H]2N)C)c(cc(c1O)C)C,-3.4836196451
CHEMBL1191420,c1(c2c(ccc1CN)cncc2)O,-2.204877747
CHEMBL1191454,C(=O)(CCNCC(=N)N)O,-3.2400298485
CHEMBL1191543,C(=O)([C@@H]1C2(C[NH2+]CC1)CCCCC2)[O-],-4.1381083118
CHEMBL1191699,n1[n-]c2c(c3c(cc2)CC[NH2+]C3)n1,-2.8364273021
CHEMBL1191746,[N-]1C(=O)O[C@]2(C1=O)CC[N@H+](CC2)C,-3.3064064456
CHEMBL1192084,C(=O)(CCC(CN)CN)O,-3.0363363927
CHEMBL1192120,N1([C@@H](C=C[C@H]1C)C)CCNC(=N)N,-3.8103771257
CHEMBL1192133,N(=C\N(C)C)/c1ncccc1C,-2.4903563486
CHEMBL1192183,N1=C(N)CCC[C@@H]1C(=O)OC,-3.1171720631
CHEMBL1192309,c1(c(c(cc(c1)C(C)(C)C)C)O)CN,-3.2979227438
CHEMBL1192501,[P@](=O)([C@@](N)(CCCN)C)(O)CC,-3.4744222167
CHEMBL1192502,C1(=N)NCCCC[C@@H]1CC=C,-3.9010541077
CHEMBL1192583,c1c(onc1O)C1(CCNCC1)C,-2.9490413657
CHEMBL1192725,c12[nH]c(=O)[nH]c2ccc2c1CNCC2,-3.1741224883
CHEMBL1192794,C(=O)(C1=CCNCC1)OC,-2.1278076165
CHEMBL1193155,c12c(c(cc(c1O)CN)C)CC[C@H]2N,-3.3168942501
CHEMBL1193242,c1([C@@H]2[C@H](CC(=C)C2)[NH3+])[n-]nnn1,-2.7674064485
CHEMBL1193373,[C@]12(C(=O)N(C(=O)O1)CC)CN(CC2)C,-2.7011360582
CHEMBL1193495,C(=N)(NCCC(=O)N)N,-3.7005240516
CHEMBL1193496,C(=[NH+]\C)(/N)\SCCC(=O)[O-],-2.1331500332
CHEMBL1193499,C(=N)(NNCC(=O)OC)N,-2.8981564714
CHEMBL1193698,C(=N)(C(=[NH2+])N)NCCC(=O)[O-],-1.4256880441
CHEMBL1193964,C(=O)(NCCSC(=O)CN)C,-2.5497876705
CHEMBL1193996,N#CCCN1CCCCC1,-3.3232482197
CHEMBL1194087,c1(=O)nc(ccn1[C@H](C(=O)C)C)N,-2.4984266918
CHEMBL1194204,[C@@H](N1CCOCC1)(c1occc1)C#N,-3.0813902052
CHEMBL1194342,[n+]1(cc(ccc1)C)CCCC,-1.4336354108
CHEMBL1194561,C(=O)(C[C@@H](CC(C)C)CN)OC,-3.0439842001
CHEMBL1194584,O(C(CCC)(C)C)c1ccc(N)cc1,-3.018431177
CHEMBL1194595,[C@H]1(C(=N)NCCC1)C(=O)OC,-2.9381090355
CHEMBL1194759,N1C(=N)CCCC[C@@H]1CCC,-3.6903882084
CHEMBL1194773,C1(=N)NCC[C@H](CC1)C,-3.664126194
CHEMBL1194985,N1(CC(=O)NC(=N)N)[C@@H](CC[C@H]1C)C,-2.8623816278
CHEMBL1195113,Cc1cc(CN)c(C)cc1CN,-3.1541445259
CHEMBL1195166,s1c(nc(c1CCN)C)C,-2.9761639821
CHEMBL1195226,c12c([nH]nc2)C[C@@H]2[C@@H](C1)N(CCC2)C,-3.5362158375
CHEMBL1195394,N1C(=N)CCC[C@H](C1)C,-3.665320634
CHEMBL1195631,n1ccc(SCCNCCN)cc1,-2.4143113057
CHEMBL1195879,C(=N\NC(=[NH2+])N)(\C(=O)[O-])/C,-2.0557679765
CHEMBL1195958,[nH+]1c([nH]cc1)CCCCCCC(=O)[O-],-2.8347329094
CHEMBL1196112,c12c(n[nH]c1CCNC2)c1ccccc1,-2.7350787797
CHEMBL1196284,C(=[NH2+])(N(C)C)SCCC(=O)[O-],-2.058849046
CHEMBL1196705,c1ccc[n+](c1)CCCCC,-1.3911235432
CHEMBL1196726,[nH+]1cn(cc1)CCCCCCC(=O)[O-],-2.521513154
CHEMBL1196896,c1ccc2c(c1)C(NC(=N2)N)(C)C,-3.1503755394
CHEMBL1196947,c1(c([nH]c(=O)[nH]c1=O)NN)Cl,-2.3176591447
CHEMBL1196995,c1(cc(ccc1O)[C@H](O)C[NH3+])C(=O)[O-],-2.4545785445
CHEMBL1197354,O=C(N)C[n+]1cc(ccc1)/C=N/O,-1.1881923894
CHEMBL1197597,[P+](N(C)C)(N(C)C)(N(C)C)C,-3.0589448906
CHEMBL1197674,[n+]1(c2c3ncccc3ccc2ccc1)C,-1.0401826018
CHEMBL1197851,[n+]1(c(c2n(cc1)ccc2)CC)C,-1.4082921419
CHEMBL1197888,n1(ccc(=N)cc1)CCCCCCC,-2.9753659462
CHEMBL1197994,[n+]1(c(ccc2c1cccc2)SC)C,-1.0164530201
CHEMBL1197998,n12c(c([n+](cc1)CC#C)CC)ccc2C,-1.3606286761
CHEMBL1198481,[n+]1(c(n(c2c1cccc2)N)C)CC=C,-2.1206815079
CHEMBL1198813,c1cnccc1c1cc[n+](cc1)CCC,-0.9708396265
CHEMBL1198883,[n+]1(c2n(cc(cc2)C(=O)N)cc1C)C,-1.7302849416
CHEMBL1199258,C1(=NC[C@H](N1)C)Cc1ccccc1,-3.1709565333
CHEMBL1200122,c1(onc(c1)C)[C@H]1C[C@H]2N[C@@H](C1)CC2,-3.0052829981
CHEMBL1200477,c12c(nc[n-]c1=O)[nH]nc2,-3.0467481783
CHEMBL1200582,C(=O)(CCC(=O)CN)O,-2.7681510805
CHEMBL1200584,c1(C(=O)[O-])c(cc(cc1)N)O,-2.8504516388
CHEMBL1200751,c12c(nc[nH]2)nc[nH]c1=S,-1.9112325059
CHEMBL1200764,[N+](C[C@H](OC(=O)C)C)(C)(C)C,-2.9630387413
CHEMBL1200790,C1(C(=O)[C@@H](CNC1=O)C)(CC)CC,-2.8359160542
CHEMBL1200829,C1(=O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O1)CO,-2.2643066715
CHEMBL1200949,[nH]1nccc1CCN,-3.5724430893
CHEMBL1201292,c1(c(=O)[nH]cc(c1)c1cnccc1)N,-2.3773029497
CHEMBL1202839,OC(=O)CCC[C@H]1CCNC1,-2.8621821721
CHEMBL1204392,Cc1ccc(cc1C)NC(=N)N,-3.3921890214
CHEMBL1204400,Cc1c(C)sc(N)n1,-3.1201807183
CHEMBL1204652,P(=O)(CC(=N)NCC(=O)O)(O)O,-1.706953621
CHEMBL1204675,S(=O)(=O)(N[C@H]1[C@@H](C)CCCC1)O,-1.9366904896
CHEMBL1205826,C(C(=S)S)(C#N)C#N,-0.8332230797
CHEMBL1205830,[C@H](C(=S)S)(C(=O)OCC)C#N,-0.9615279003
CHEMBL1207990,S(=O)(=O)(NS(=O)(=O)O)O,-0.8851335379
CHEMBL1208920,[C@H]1(Cc2c(n[nH]c2C1)C(=O)O)C(C)C,-2.1197398065
CHEMBL1209581,[N@+]12(CC(=O)[C@H](CC2)CC1)C,-2.1121296028
CHEMBL1209588,c1cccc(c1)/C=C/c1nc(ccc1)N,-1.9049121704
CHEMBL1209652,[n+]1(cc(C(=O)N)ccc1)C,-1.1222486375
CHEMBL1210769,c1ccc2c(c1)C(=O)NC(=O)C2,-1.7448004654
CHEMBL1210770,N1C(=O)C[C@H]2[C@@H](C1=O)C(=O)NC(=O)C2,-2.3106983111
CHEMBL1210771,c1ccc2c(c1)CNC(=O)C2,-3.2420468027
CHEMBL1213045,C\1(=C/C(=O)C)/C(=O)Nc2c1cccc2,-0.6222212944
CHEMBL1213164,C(=C)(NC(=O)C)C(=O)CCC(=O)O,-1.6099847348
CHEMBL1213368,O=C1[C@@H](CC)C(=NN1c1[nH]nnn1)C,-2.3904611619
CHEMBL1213369,OC1=C/C(=[NH+]/c2nnn[n-]2)/CCC1,-1.3328115296
CHEMBL1213396,c1(c(onc1O)c1ccccc1)C,-2.1410112904
CHEMBL1213477,c1(c(cc(=O)[nH]c1)O)C(=O)O,-1.8100141863
CHEMBL1213483,C1(=C([C@H]1C(=O)O)C)C,-2.963361173
CHEMBL1213563,c1(=O)cc(c(c([nH]1)O)C(=O)O)C,-2.070900793
CHEMBL1213606,n1c(scc1C(=O)O)NC(=O)C,-2.026207389
CHEMBL1213612,O=C(O)c1ccsc1NC(=O)C,-2.1083363667
CHEMBL1213716,S1(=O)(=O)c2c(C=C1)ccc(c2)O,-1.3510850978
CHEMBL1214955,n1c(c(cc(c1N)C#N)C#N)NCC#C,-2.0881863779
CHEMBL1215957,n1c2c(cc(o2)CCC)c[nH]c1=O,-1.779801132
CHEMBL1221702,c1c2O[C@@H](C)CN=C(N)c2sc1,-2.3447007715
CHEMBL1221800,N1CCn2nnc(c12)C(=O)C,-2.1353157337
CHEMBL1221840,[C@@H](C)(C(=O)O)NC=O,-2.8495749523
CHEMBL1221931,C(CN)[S@+](=S)(C)[O-],-2.0003589408
CHEMBL1222985,c1cccc(c1)O[C@H](CNC(=O)C)C,-3.5413833695
CHEMBL1223125,c1cccc(c1)SCCNC(=O)C,-3.0853724415
CHEMBL1223212,c1c(cc2c(c1)cn[nH]2)NC(=S)N,-2.5633413401
CHEMBL1223274,c1cccc(c1)OC[C@H](NC(=O)C)C,-3.5539463061
CHEMBL1224659,[nH]1cnc2nc(NC(=O)C)[nH]c(=O)c12,-2.5734531141
CHEMBL1224660,[nH]1cnc2nc(N(C)C)[nH]c(=O)c12,-2.604305045
CHEMBL1229072,[C@H](C(=O)OC)([C@@H](C)CC)N,-2.9542441965
CHEMBL1229084,[C@@H]1(C(=O)OC)C=CCN1,-2.9805453341
CHEMBL1229504,C(=O)([C@H]1NCSC1(C)C)O,-2.9140890687
CHEMBL1229853,C1CCCC1C(=N)N,-3.5689442978
CHEMBL1229967,CC1(C)N[C@@H](CS1)C(=O)O,-2.8658950213
CHEMBL1230155,c1sc(c2cc(no2)CO)cc1,-1.951412607
CHEMBL1230156,s1c[n+](cc1)C,-1.5064571224
CHEMBL1230189,CN1Cc2ccccc2NC1=O,-3.203330913
CHEMBL1230222,c1c(c(C)cc(c1)O)Cl,-2.9080198737
CHEMBL1230264,CC1=[NH+][C@H](CCN1)C(=O)[O-],-2.7509132666
CHEMBL1230309,c1([nH]cnc1)C,-3.7076254821
CHEMBL1230488,O=C([O-])[C@@H]1[NH+]=C(C)NC[C@@H]1O,-2.5226771314
CHEMBL1230806,[C@H]1([C@@H]([C@@H]([C@@H](C(=C1)CO)O)O)O)N,-2.8625988308
CHEMBL1231106,c1(N)nc(nc(N)n1)N,-3.3555769575
CHEMBL1231869,N#CCCCCCC,-3.0210835858
CHEMBL1232131,S(=O)(=O)(c1cc(ccc1O)O)O,-1.4773422005
CHEMBL1232182,OCc1c(F)c(ccc1)F,-2.6742306167
CHEMBL1232387,s1c[n+](c(c1)C)C,-1.5936133374
CHEMBL1232472,C1[C@H]2C[C@@H](O)[C@H]([C@@H](C1)N2C)C(=O)OC,-2.7766297261
CHEMBL1232598,C(=O)([C@H]1NC(=O)[C@H]([C@H]([C@@H]1O)O)O)O,-2.6363237241
CHEMBL1232659,c1cc(ccc1)NC=O,-2.7314852103
CHEMBL1232973,OC(=O)c1ns[nH]c1=O,-0.6569221176
CHEMBL1233322,N1=C(CNc2nc(N)[nH]c(=O)c12)CO,-2.5981245338
CHEMBL1233464,c1(ccccc1)CC=O,-2.4198513367
CHEMBL1233987,c1(nc(ccn1)N)N,-2.8114360981
CHEMBL1234104,[nH]1c(=O)[nH]c(=O)c2c1nccn2,-1.0946256529
CHEMBL1234380,N(C)C(=O)NC,-3.5559751564
CHEMBL1234459,Cn1cccc1,-3.7031516254
CHEMBL1234477,Clc1cc(c(cc1)C(=O)OC)N,-2.0690206394
CHEMBL1234658,c1(cc(c(cc1)O)[N+](=O)[O-])C,-0.4117537416
CHEMBL1234723,O[C@@H]1[C@@H](CO)OCC(=O)[C@H]1O,-1.8239893972
CHEMBL1235228,C(=O)(O)C(=C)OP(=O)(O)O,-1.2692062869
CHEMBL1235541,[nH]1c(=S)cccc1,-1.9503081473
CHEMBL1236482,c1nc(c(s1)CCO)C,-2.7963546886
CHEMBL1236484,s1cc(nc1)C(=O)O,-1.8440045996
CHEMBL1236486,COP(=O)(OC)OC,-3.0066150518
CHEMBL1236576,CCCCCCCCCCC=O,-2.3532814648
CHEMBL1236582,CCCCCCCCCC(=O)C,-2.6140368927
CHEMBL1236602,O=C([O-])/C=C/c1c[nH]c[nH+]1,-1.9012313868
CHEMBL1236821,C(=O)[C@H]([C@H]([C@H](CO)O)O)O,-1.9792459401
CHEMBL1237214,O/N=C/c1ccc(cn1)[N+](=O)[O-],-0.329645074
CHEMBL1240572,c1n(cc(c(=O)c1)S(=O)(=O)N)C,-2.2836690419
CHEMBL1240970,c1ccc2c(c1)nc1c(n2)N=N[C@H]1N,-0.8257791432
CHEMBL1241071,c1cc(cc(c1)[C@H](CNN)O)OC,-2.921579773
CHEMBL1241133,c1ccc2c(c1N)C(=O)c1c2cccc1,-1.1471513344
CHEMBL1241164,c1c(ccc(c1)[C@H](CN(N)C)O)OC,-3.284195898
CHEMBL1241250,[C@@H]1([C@]2(C1)NC(=O)N(C2=O)C)CC(C)C,-2.8247880776
CHEMBL1241290,c1cc(ccc1)[C@@H](C(N(N)C)(C)C)O,-3.1387536218
CHEMBL1241291,c1cc(cc(c1)F)[C@@H](CN(N)C)OC,-2.779034311
CHEMBL1241371,c1c(cc2c(c1)nc(s2)NN)F,-2.6646155446
CHEMBL1253272,O=C(O)CCc1ncc(cc1)CC,-3.0962185821
CHEMBL1253507,c1cccc2c1[nH]c(c2)c1onc(n1)C,-1.8267197364
CHEMBL1253549,c1(=O)c(c(cccc1Cl)Cl)O,-1.0830340499
CHEMBL1255660,C1(C(=O)O)(CC1)N,-2.872764759
CHEMBL1255668,n1nc(c(=O)n2c1[nH]c(n2)SC)N,-2.0209900077
CHEMBL1255934,c1c(nc([nH]c1=O)N)N,-2.9739337957
CHEMBL1256006,n1c(nc2c(c1Cl)nc[nH]2)Cl,-1.7984333593
CHEMBL1256289,C(=O)(C(=O)[O-])N,-2.4115396225
CHEMBL1256412,C1C=C[P@](=O)(C1)c1ccccc1,-2.6446306981
CHEMBL1256414,c1ccc2c(c1)[C@@H]1[C@@](C2)(c2cnc[nH]2)C1,-3.286028549
CHEMBL1256568,c1ccc(c(n1)C(=O)NCC(=O)O)O,-1.8318903743
CHEMBL1256623,c1c(c(cc(c1)N(C)N=O)O)O,-1.4741213747
CHEMBL1256640,C(=C)(CO)C(=O)O,-1.7704518522
CHEMBL1269092,c1nccc(c1)c1[nH]cc(c1)C(=O)N,-2.1683421891
CHEMBL1269155,c1(ccccc1)[C@@H](n1c(ncc1)C)C,-3.0785702846
CHEMBL1269213,c1c(c(cc2c1oc(c2C#N)N)O)C,-2.5739718534
CHEMBL1269217,C(=C(\N(C(=C)CO)C(C)(C)C)/C)/O,-3.1398751612
CHEMBL1269219,[nH]1nc(ccc1=O)CO,-1.5741238941
CHEMBL1269222,n1(nc(ccc1=O)CO)C,-1.6465719355
CHEMBL1269458,Cc1c(c([nH+]c2c1CCN2C)C)[O-],-2.2963262675
CHEMBL1269476,s1cnc2c1cccc2O,-2.4343905772
CHEMBL1269478,c1cc[nH]c2c1ccc(=O)[n+]2[O-],-1.1198327384
CHEMBL1269600,N1(C(=S)N(C(=O)C1=C(C)C)C)C,-1.7390258147
CHEMBL1269625,CC([C@H]1[C@@H](C(=C)C(=O)O1)C)C,-1.780387677
CHEMBL1269635,O1C(=S)N(C(=O)C1=C(C)C)CC,-1.577358426
CHEMBL1269702,c1ccc(cc1CC)/C=C(/[N+](=O)[O-])\C,-0.5438626762
CHEMBL1269726,C(=S)(N)N/N=C/c1c(cccc1)C,-1.8706673587
CHEMBL1275907,n1c(cn2c(c1)nc(c2)C(C)(C)C)C,-2.0898678728
CHEMBL1275951,c1c([nH]c(=O)c(c1)C#N)C,-1.6300500572
CHEMBL1275969,c1c(=O)c(c(ccc1)C(C)C)O,-1.490555027
CHEMBL1275999,c1c(=O)c(ccc(c1)C(C)C)O,-1.4826750641
CHEMBL1276221,Cn1c(=O)c2c(n(c(=O)cc2[nH]1)C)C,-2.0330899335
CHEMBL1288325,c1c(cc(cc1)OC)C#C,-2.3897393523
CHEMBL1299287,S(c1n[nH]c(=O)[nH]c1=O)CC,-1.3319630057
CHEMBL1299554,s1cc(nc1N)c1c(nn(c1)C)C,-3.0710310089
CHEMBL1299654,O=C1NCC(=O)/C/1=C/N1CCCCC1,-1.8972483444
CHEMBL1299749,O=C1NCCn2c1cc(=O)cc2,-1.5833471733
CHEMBL1300263,ClC(=O)CCC,-1.8106853088
CHEMBL1300421,O(c1c(C/C(=N/O)/N)cccc1)C,-3.2641640638
CHEMBL1300573,o1c(C/N=C\2/C=C(O)CCC2)ccc1,-2.6434504797
CHEMBL1301292,O=C1NCCN/C/1=C\C(=O)OC,-1.3888428149
CHEMBL1301344,O(c1ccc(cc1)CC(=O)C)C(C)C,-2.7240559946
CHEMBL1302008,O(C(=O)Cn1nnnc1C)CC,-2.8005442387
CHEMBL1302240,O=C1/C(=C/c2ccccc2)/CCC1,-1.4400960837
CHEMBL1302248,n1(nc(nn1)N)Cc1ccccc1,-2.3889446572
CHEMBL1302739,O=C(NC(=O)CC#N)NCC1CC1,-2.5212506896
CHEMBL1303612,ONc1c(cc(N=O)c(c1)C)C(C)C,-0.5557120257
CHEMBL1304160,s1c(C(=S)N2CCCC2)ccc1,-1.731667882
CHEMBL1304842,O(c1nc(OC)cc(c1)C(=O)OC)C,-1.5729267493
CHEMBL1305384,o1c2c(C(=O)CC(C2)(C)C)cc1C,-2.1748035632
CHEMBL1305538,O=C(c1c(c([nH]c1C)CC)C)C,-2.659307812
CHEMBL1305552,O=C(N1CCCC1)NC1CCCCC1,-3.5417891629
CHEMBL1305684,n1ncc(c(c1N)C#N)c1ccccc1,-1.2482573565
CHEMBL1305862,S=C(N(c1ccccc1)CC)N,-2.7084004847
CHEMBL1306972,S=c1n2nc(c(=O)[nH]c2n[nH]1)C,-1.0894865318
CHEMBL1307121,n12c([C@H](NCC2)c2ccccc2)ccc1,-3.1726512304
CHEMBL1307181,s1c(c(N(C)C)c(c1)C)C(=O)NN,-1.9766760129
CHEMBL1307274,s1c(=N)n(c(c1N)C#N)CC=C,-2.2800558952
CHEMBL1307732,Clc1nnc(NN)cc1,-1.8169432428
CHEMBL1307829,O(c1[nH]c(=O)[nH]c(=O)c1)CCCC,-2.4320864143
CHEMBL1308733,o1nc(c(c1N)C#N)c1c(cccc1)C,-2.3369252831
CHEMBL1309358,s1c2c(c3c(nc2)nccc3)cc1,-1.7357024864
CHEMBL1309593,O=c1n(N)c(=O)[nH]c2c1cccc2,-1.8883406876
CHEMBL1309793,n12nnnc1c(cc1c2cccc1)C#N,-1.1526554335
CHEMBL1309812,O1CCN(c2ncc(cn2)C=O)CC1,-1.6862977927
CHEMBL1310206,S=C1NCN(CN1)CCO,-2.8522186643
CHEMBL1310384,O=C(NCc1ccccc1)C1CCC1,-3.219944561
CHEMBL1310503,O1N([C@@H]2C=C[C@H]1CC2)c1ccccc1,-3.068973596
CHEMBL1311648,[O-][N+](=O)c1nn(cn1)CCC(=O)C,-0.2819723594
CHEMBL1312313,[O-][N+](=O)c1c(nccc1)NCC(=O)O,-0.5303562899
CHEMBL1313117,o1c2c(c(N)c(N)c1=O)cccc2,-2.0069496913
CHEMBL1313248,o1nc2c(n1)CCCNC2=O,-1.4887121923
CHEMBL1313439,S1[C@@H](C(=O)NC1=O)[C@@H](C(=O)O)C,-2.6692594314
CHEMBL1313748,O=C1[N-]/[N+](=C/c2ccccc2)/CC1,-1.3970099167
CHEMBL1314174,O[C@@H]1C2=CC(=O)C(=O)C=C2N(C1)C,-0.2896116873
CHEMBL1315272,O=c1c2nn[nH]c2[nH]c(N)c1,-2.4252213764
CHEMBL1318031,O1[C@@H](COC1=O)C,-2.795117175
CHEMBL1319396,s1c(c(c(c1C#N)C)C)C(=O)N,-1.4676421655
CHEMBL1319513,O=C([C@H](c1nc2c([nH]1)cccc2)C#N)C,-2.23764456
CHEMBL1320091,S1C(=[NH+]C(C[C@@H]1C)(C)C)[S-],-2.3085970492
CHEMBL1320187,S(=O)(=O)(OC(C)C)C,-1.9410830557
CHEMBL1320279,n1c(c(nnc1N)C)C,-1.8050129548
CHEMBL1320312,O=C(n1c2c(c(c1)CO)cccc2)C,-2.4337742538
CHEMBL1320540,S(C1=[NH+]CCN1)CC(=O)[O-],-1.9589940015
CHEMBL1320567,s1c(C2=NNC(=O)C[C@@H]2C)ccc1,-1.9137797144
CHEMBL1320800,O=c1n(c2c(c(c1)C)cccc2)CC#C,-1.9072715854
CHEMBL1321473,o1c(/C=C/[C@H](O)C(=C)C(=O)C)ccc1,-1.5637188473
CHEMBL1321598,s1c(nnc1N)c1c(F)cccc1,-2.0686568072
CHEMBL1321842,s1c(c(nc1N)C)C(=O)C,-2.0112210201
CHEMBL1321898,S=C(Nc1cc(cc(c1)C)C)NN,-2.4584993956
CHEMBL1322018,n1nc(c2c(c1NCC=C)cccc2)C,-2.1225037658
CHEMBL1322909,O(c1nn2c(nnc2C)cc1)CC=C,-1.6963852514
CHEMBL1323338,s1c(NC(=O)OC)nnc1,-2.5810075476
CHEMBL1324665,O1CCN(CCc2ncccc2)CC1,-2.6182271072
CHEMBL1324784,S=c1[nH]c(c(c(=O)[nH]1)C)COC,-2.005669726
CHEMBL1325143,O1C(CC(=C(C1=O)C#N)C)(C)C,-1.5249567913
CHEMBL1325768,o1c(C(=O)NN2CCOCC2)ccc1,-2.1143664819
CHEMBL1326609,O1[C@]2(CC(OCC2)(C)C)CNC1=O,-3.0999206096
CHEMBL1326836,S=c1n(c(n[nH]1)CC(C)C)CC,-3.0147858775
CHEMBL1327345,Oc1[nH][nH]c(=O)c1c1ccccc1,-2.6987129527
CHEMBL1327549,o1nc2c(n1)ccc(N(C)C)c2N,-1.2046490747
CHEMBL1329045,[S@+]([O-])(c1c(C(=O)O)cccc1)CC,-1.6577525263
CHEMBL1329646,s1cc(c(OC)c1)C(=O)O,-1.9596485519
CHEMBL1329793,[nH]1c2c(c(c1)C)cccc2,-2.9495146353
CHEMBL1329926,Clc1ccc(N/C(=N\C#N)/N)cc1,-3.341056484
CHEMBL1329957,O(c1c(c(=O)n(cc1)C)C#N)C,-1.8417583064
CHEMBL1330576,[O-][N+](=O)c1c(n[nH]c1C)NCCO,-0.9402874142
CHEMBL1330631,o1nc(N2CCCCC2)c(n1)N,-2.3914805159
CHEMBL1330637,O=C(c1c2c3c(cc1)CCc3ccc2)C,-1.6652835619
CHEMBL1331002,S=c1n(c2c(cc1)cccc2)C,-1.6685810548
CHEMBL1331874,O=C(O)c1n(nnc1C(=O)O)CC,-1.2005179855
CHEMBL1332478,Oc1cc(NC(=O)C)cc(O)c1,-2.983281915
CHEMBL1332592,[nH]1ncnc1NCc1cnccc1,-2.5043812578
CHEMBL1332726,OCCCCC#Cc1c(N)cccc1,-2.7317751816
CHEMBL1332922,O(C(=O)c1c(N)cccc1)CC,-2.2846182162
CHEMBL1333825,O=c1c2c([nH]c(c1CC)C)cccc2,-2.1997734297
CHEMBL1333869,O1C(=O)c2c(OC)c(OC)ccc2C1,-1.8291463961
CHEMBL1333961,Clc1c2c(n[nH]c2N)ccc1,-2.3836163517
CHEMBL1334048,N1[C@@H](C=C(C[C@H]1CC=C)C)CC=C,-3.465531406
CHEMBL1334159,ClP(=O)(Cl)OCC,-0.7264339186
CHEMBL1334251,O=c1n2c(nc(c1)C)cc(cc2)C,-1.8770028122
CHEMBL1334333,O(c1nc(=O)n(cc1)C)CC=C,-2.1619343793
CHEMBL1334347,O=C1c2c(n(nc2C)CCO)CCC1,-2.4563399398
CHEMBL1334698,N1=C(N)c2c3c1cccc3ccc2,-1.5396228563
CHEMBL1335033,Clc1nc(nc(NCCO)c1)N,-2.5165671692
CHEMBL1335344,O=c1nc2n(cccc2[nH]1)C,-1.97136836
CHEMBL1335965,s1c(N)c(C(=O)N)cc1,-2.6431066955
CHEMBL1337079,S=C(N(c1ccccc1)C)N,-2.6962613898
CHEMBL1337240,Clc1sc(c2[nH]nc(c2)C)cc1,-2.1877763258
CHEMBL1337689,o1c([C@]2(NC(=O)NC2=O)C)ccc1,-2.6537730848
CHEMBL1337811,O(C(=O)/C(=N/NC(=O)C)/C)CC,-1.5164178811
CHEMBL1338217,n1(nc(c(c1N)c1ccccc1)C)C,-3.0811162595
CHEMBL1338250,n12nnnc1c(c(cc2C)C)C#N,-1.4389482762
CHEMBL1338374,O(c1c(OC)cc(O)c(c1)C(=O)C)C,-1.8201199168
CHEMBL1338488,n1(nnnc1)CCn1nnnc1,-3.1031625109
CHEMBL1338747,O=Nc1c2c([nH]c(c2)C)ccc1NO,-0.692938259
CHEMBL1338850,[nH]1c2[C@@H](NCCc2nc1)c1ccccc1,-3.3826340362
CHEMBL1339178,s1c(Cc2oc(cc2)C)cnc1N,-3.1057229786
CHEMBL1339770,s1nnc(NC(=O)OCC)c1,-1.7904055733
CHEMBL1340003,[O-][N+](=O)CC1=CCCN1CC#N,-0.8143009246
CHEMBL1340412,[O-][N+](=O)c1cc2ncccc2c(c1)C,-0.4175627417
CHEMBL1340929,O=C(NCCC)Cc1n[nH]cn1,-3.2925184009
CHEMBL1340993,Oc1nncn2c1ccc2,-2.4550184004
