id,smiles,true
CHEMBL1994982,P(=O)(OCC)(OCC)/C(=C/C)/F,-2.8045427053
CHEMBL1995047,n1(nnc2c1ncnc2NCC)CC,-2.1033001588
CHEMBL1995217,S1C[C@](O)([C@@H](N=C1)C(=O)OC)C,-2.6959520245
CHEMBL1995231,[O-][N+](=O)c1cn2nnnc2cc1,-0.2317319438
CHEMBL1995256,O1[C@H](C(=O)N=C1N)c1ccccc1,-2.607886418
CHEMBL1995315,O=C1N2[C@](Nc3ncncc23)(CC1)C,-2.4976198281
CHEMBL1995391,[nH]1nc(NC(C)C)c2c1ccc(N)c2,-2.660192479
CHEMBL1995537,[O-][N+](=O)N[C@H](C(=O)N)C,-1.1144378683
CHEMBL1995619,O=C1[C@H]([C@H]2N([C@@H](C1)CC2)C)CO,-2.4488212741
CHEMBL1995667,N1(c2nnc(N3CCC3)nn2)CCC1,-0.6392548892
CHEMBL1995710,O(C(=O)N[C@H]1[C@H]2CCN(C1)CC2)CC,-3.2307204417
CHEMBL1995765,O=c1[nH]n(c(N)c1)c1ncccc1,-2.5717199013
CHEMBL1995770,O(C(=O)[C@]1(NC(=O)CCCC1)C)CC,-3.1170945232
CHEMBL1995852,S1(=O)(=O)N(C(=O)CN1)C,-1.3328859126
CHEMBL1995865,O1[C@]2(N([C@H](C1)C(C)C)C(=O)CC2)C,-3.048987728
CHEMBL1995883,O=C(N(COC)C)NC,-3.5823308257
CHEMBL1996000,O=C1N(C(=O)CN(C1)CC(=O)NC)C,-2.7545502465
CHEMBL1996029,O=C1Cc2c(nc3ncccc3c2)CC1,-1.9015733692
CHEMBL1996061,O=C1N[C@@H]2C([C@@H](C2)[C@H](C1)C)(C)C,-3.2246473209
CHEMBL1996117,O=C1[C@@H]2[C@H]3[C@@H]2C[C@@H]1[C@@H]3CC(=O)OC,-2.8026834192
CHEMBL1996335,o1cc2c(ccc2C=O)cc1,-1.3806787466
CHEMBL1996371,N1(/C(=N/C#N)/CCC1)C,-2.6546738815
CHEMBL1996483,S1(=O)(=O)NC(=O)CN1,-1.2338657144
CHEMBL1996513,O=C1C(=C2[C@H](CC1)CCCC2)CC=C,-1.9914356619
CHEMBL1996517,O=c1[nH][nH]c(=O)[nH]1,-3.1103397879
CHEMBL1996520,Oc1c(cc(cc1O)/C=N/O)/C=N/O,-1.9427589257
CHEMBL1996533,O[C@@]1([N+](=[N+]([O-])C1(C)C)[O-])C,-1.0515134715
CHEMBL1996761,O=C1C[C@]2([C@H](C1)CCC(=O)C2)CC#C,-2.9453666216
CHEMBL1996894,o1c(/C=C/C=C(\C(=O)N)/C#N)ccc1,-0.7998241518
CHEMBL1996982,O=C(N)c1c(n[nH]c1C)N,-2.8774572132
CHEMBL1997102,O=C1N/C(=C\[N+](=O)[O-])/c2c1cccc2,-0.3047930831
CHEMBL1997125,O=C1C([C@H](CC1=[N+]=[N-])C=C(C)C)(C)C,-0.9535670946
CHEMBL1997172,F[C@]12C[C@@]3(C[C@H](C1)C[C@@H](C3)C2)C(=O)N,-3.1165544045
CHEMBL1997184,O1N=C(/C(=N/O)/[C@]1(O)C)C,-1.5821932483
CHEMBL1997189,O=C(N)c1cnc(N(C)C)cc1,-2.2944075536
CHEMBL1997248,Clc1nc(cc(Cl)n1)C(C)C,-1.9900128449
CHEMBL1997344,O=C1N[C@@]2(C[C@@H](O)CCC2)CCC1,-3.1852402421
CHEMBL1997609,O=C(N)[C@]12[C@@H]3[C@H]4[C@@]5([C@H]([C@@H]14)[C@H]2[C@H]35)C(=O)N,-3.5767122913
CHEMBL1997818,O(C(=O)/C(=C\1/N([C@@H](O)CC1)C)/C#N)C,-2.21763553
CHEMBL1997979,O=c1[nH]ncc2[nH]c(nc12)C,-2.1046057547
CHEMBL1998240,ON1C(N(C(=C)C1(C)C)C=O)(C)C,-2.6136986293
CHEMBL1998374,O=C1[C@@]2(c3c(CC2)cccc3)C(=O)C=C1,-0.6697193093
CHEMBL1998450,O(c1c([N+](=O)[O-])cncc1)CC,-0.519167864
CHEMBL1998532,Fn1c([N+](=O)[O-])c(nc1)[N+](=O)[O-],0.1944259495
CHEMBL1998619,O=C1NN=C[C@@H]1N,-2.3064915916
CHEMBL1998646,s1c2n([nH]c1=S)c(=O)cnn2,-1.1701363126
CHEMBL1998743,OCCNC(=NC#N)NCCO,-2.7541422156
CHEMBL1998886,n1(ncc2c1ncnc2NCCC)C,-2.4704514987
CHEMBL1998909,O=C([C@@H]1CN(c2ccccc2)CC1)C,-2.5781034294
CHEMBL1999072,O=C(C1=C(N[C@H]2N1C=CC=C2)C)C,-1.9860027393
CHEMBL1999120,Oc1n[nH]c2[nH]c(=O)cc(c12)C(C)C,-2.2420743618
CHEMBL1999213,O=C([O-])[C@@]([NH3+])(/C=C/c1ccccc1)C,-2.177674363
CHEMBL1999350,S(c1[nH]ncc2ncnc12)C,-1.443864505
CHEMBL1999430,O=C1[C@@H]2[C@@H](C(=C1)C(=O)OC)CCCC2,-0.9766787531
CHEMBL1999493,O=C(N[C@H](CNC(=O)N)C)N,-4.2280636697
CHEMBL1999536,O(C(=O)[C@@H](N)CC(=O)N)CC#C,-3.1197712628
CHEMBL1999577,O[C@H]([C@@H](O)[C@@H](O)CO)C(=O)NN,-2.6138719394
CHEMBL1999698,O=c1n(cnc(N)c1N=O)C,-0.8588992845
CHEMBL1999762,O=c1n2c([nH]c3c1CCCC3)ncc2,-2.3109134406
CHEMBL1999787,O=C1NCC(=O)CCN1,-2.4192609467
CHEMBL1999845,O1c2c(nccc2)[C@H](C1=O)C(=O)N,-3.4534700418
CHEMBL1999846,N1([C@H]2C=C(C[C@@H]1CC2)c1ccccc1)C,-2.5554039401
CHEMBL1999921,s1c2=NC(=O)CCn2nc1C,-2.2243050506
CHEMBL2000022,S=c1[nH]c(=O)[nH]c2c1[nH]nc2C,-1.3788019432
CHEMBL2000426,O=C1N[C@H]2[C@@H](C([C@H](C2)C1)(C)C)C,-3.2934695982
CHEMBL2000449,O=c1n(c(nc2NCN(Cc12)C)N)C,-3.0927935249
CHEMBL2000455,o1[n+]([O-])c2c(n1)CCC/C/2=N\O,-1.0928297269
CHEMBL2000716,O=C(N)C1=CN(C=CC1)CC(=O)N,-2.5829540748
CHEMBL2000899,N(=C\N)/C(=C(\N)/C#N)/C#N,-1.7316606789
CHEMBL2000944,n12nncc1C=Nc1c(C2)cccc1,-1.6080337304
CHEMBL2001030,o1nc2[nH]c(=O)onc2[nH]c1=O,-1.0628674292
CHEMBL2001038,O(C(=O)N(C)C)COC(=O)N(C)C,-3.0109415531
CHEMBL2001098,O=C(N)C1=c2nc[nH]c2=NC(N1)(C)C,-1.3252713631
CHEMBL2001138,O=C1[C@@]2([C@H](CC(=O)CC2)CCC1)C,-2.9232814716
CHEMBL2001162,O(CC(=C)C(=O)C)CO,-1.4212940141
CHEMBL2001169,O(C(=O)CC(N1CC1)N1CC1)CC,-3.0453230709
CHEMBL2001203,O([C@@H](/N=C/CC1=CCCCC1)C)C,-2.9505078742
CHEMBL2001246,O(C(=O)[C@@H]([C@@H]1CC=CC1)C(=O)C)CC,-2.3778212737
CHEMBL2001266,O[C@@]12C[C@H]3C(=O)[C@@H](C1)C[C@H](C3)C2,-2.5098831727
CHEMBL2001273,Oc1c(/C=C\NC=O)cc(O)cc1,-2.4058714285
CHEMBL2001360,n1(/N=C/C)c(N)c(c(c1C)C#N)C#N,-2.5652446296
CHEMBL2001366,P1(=O)(OCCO1)N1CCOCC1,-2.6289537929
CHEMBL2001373,o1nc(c2n[nH]c(c2N=O)C)cc1,-0.7345320401
CHEMBL2001374,O=C1[C@]2(C(=C(O)C(=O)CC2)CC1)C,-1.9687151388
CHEMBL2001509,[O-][N+](=O)c1cc(ccc1)CC[N+](=O)[O-],-0.5343528057
CHEMBL2001600,n12c([C@@H]3N=NC[C@H]3C1)cc1c2cccc1,-1.8706729411
CHEMBL2001614,O[C@@H]1[C@@]2(CC[C@H]1[C@](O)(CC2)C)C#N,-2.9525292446
CHEMBL2001626,O=C1N2[C@H](c3c(NC2)cccc3)CC1,-3.1576663175
CHEMBL2001735,O([C@@H]1c2n(nnc2CO)CC1)C(=O)C,-2.9372338463
CHEMBL2001799,s1c2c(nc1N)c(OCC)ccc2,-2.7744234352
CHEMBL2001838,o1c(NC(=O)C)c(nc1C)C#N,-2.5497923041
CHEMBL2001859,O1C2(OCC1)CCC(=O)OCC2,-2.7647806585
CHEMBL2001945,N(C=[N+]=[N-])(C)C,-1.5968914109
CHEMBL2001977,S1C(=S)N(c2occc2)C(=O)C1,-1.6235186001
CHEMBL2002051,O(C1CCCC1)/C=C\OC(=O)C,-2.9448363774
CHEMBL2002065,O1[C@@H]2[C@H](C(=C)CCC2)CC[C@H]1OC,-3.4578076922
CHEMBL2002089,S=C(NC=C(C(=O)N)C(=O)N)C,-1.3281318119
CHEMBL2002096,O=C(N)c1ncn2c1CNC(=O)C2,-2.8473413808
CHEMBL2002128,n1n[nH]c2ncnc(NCC)c12,-2.079839071
CHEMBL2002138,OC[C@]12c3c([C@H](C1)C=C2)cccc3,-2.9454420541
CHEMBL2002218,O[C@@]1(N(C(=O)CC1)C)[C@@H]1C=CC=CC1,-2.8394701671
CHEMBL2002539,S=C(N/N=C(\CCCC)/C)N,-2.9279172668
CHEMBL2002590,[O-][N+](=O)[C@]1(C(=C1)CCCC)C#N,-0.6937795663
CHEMBL2002635,O=c1[nH]c2c(nc1)cc(N)cc2,-1.3902806555
CHEMBL2002775,O([N+](=O)[O-])CC(=O)OCCC=C,-1.0828663261
CHEMBL2002808,O1[C@@H]2[C@H]1C[C@@H]1C[C@H]2OC(=O)C1,-2.710316497
CHEMBL2003026,S=C(Nc1ccc(F)cc1)C#N,-0.8359888606
CHEMBL2003030,O1C(OC[C@H](O)[C@H](C1)C#N)(C)C,-3.423418861
CHEMBL2003068,O(c1cc(cc(OC)c1)CC(=O)C)C,-2.5902494481
CHEMBL2003176,o1n[n+](nc1N)c1ccccc1,-0.1118763976
CHEMBL2003204,O=C(Nc1cnccc1)NN,-2.5771222364
CHEMBL2003212,O=C(N/N=C\1/[C@H]2[C@H]3[C@@H]4[C@H]3C[C@H]2[C@@H]4C1)N,-3.3177023833
CHEMBL2003219,s1c2=NC(=O)CC(=O)n2nc1C,-1.4595295341
CHEMBL2003221,o1c2nccnc2c(=O)c2c1cccc2,-0.9186840935
CHEMBL2003333,O=C1[C@@H](C(=O)C[C@@H](C1)C(=C)C)C,-2.1938458981
CHEMBL2003357,o1nc2/C(=N\N)/C(=N/O)/CCc2n1,-1.5130221979
CHEMBL2003397,o1c(c(c(OC)cc1=O)C)/C=C/C=O,-0.7852926204
CHEMBL2003516,O(C(=O)[C@H]1C[C@@H](NC(=O)C)C=C1)C,-2.8843762379
CHEMBL2003612,[O-]C1=C(N(C)C)C(=O)C1=[N+](C)C,-2.0516907048
CHEMBL2003721,O=C[C@]12N(CCC1)CCC2,-2.3685430736
CHEMBL2003769,S(c1n(ncc(=O)n1)C)C,-1.6945623257
CHEMBL2003836,O(C(=O)C1=C([C@@H]2C[C@H]1C=C2)C=O)C,-0.7342025982
CHEMBL2004032,O1[C@]2(C(=C[C@@H]1C(=O)CC2)C(=O)OC)C,-1.7311927034
CHEMBL2004038,O=c1n2c(nn1C)NCCC2,-3.3274378764
CHEMBL2004103,O=C(N(C(C)C)C(C)C)C(=C=C)C,-2.600877356
CHEMBL2004198,O=C(N/N=C\1/C[C@H]2[C@H](C1)CCCC2)N,-3.2350727112
CHEMBL2004200,O=C1N(/N=C/C)C(=O)c2c1cccc2,-1.0254974078
CHEMBL2004329,P(=O)(OCC)(OCC)NC(=O)N,-2.8748282722
CHEMBL2004480,O=C(O)c1c(C(=O)O)c[nH]c1,-2.0028674039
CHEMBL2004503,ON1C(/C(=C/N=O)/N(C1(C)C)C)(C)C,-1.4497531448
CHEMBL2004536,O1C(=O)N[C@H](C(=O)OC)C1,-2.6199612304
CHEMBL2004555,o1c(cnc1)CCO,-3.0284848531
CHEMBL2004572,O=C(N[C@H](C#N)CC)N[C@H](C#N)CC,-3.5863602006
CHEMBL2004589,O=C(O)[C@@]12[C@H]3[C@@H]1CCC[C@@H]2CC3,-2.9635243371
CHEMBL2004746,O(/C(=N\n1cnnc1)/NC)C,-3.079269895
CHEMBL2004803,O=c1c2[nH]cnc2[nH]c(N)c1,-2.6834166664
CHEMBL2004808,O1c2c([C@@](C(=O)O)(CC1)C)cccc2,-2.9408816741
CHEMBL2004865,O1/C(=C\OC)/C(=CC1=O)OC,-1.8143291789
CHEMBL2004971,n1nccc2c1cccc2N,-1.5248308013
CHEMBL2005057,O=C1[C@@H]2C([C@H](C[C@@H]1C=O)CC2)(C)C,-2.5103326343
CHEMBL2005089,O(C(=O)[C@@H]1C(=C1)C(O)(C)C)CC,-2.5372171093
CHEMBL2005160,o1nc(nc1CO/N=C(\N)/C)C,-2.7666278128
CHEMBL2005258,Clc1cc2[n+]([O-])c(nnc2cc1)N,-0.6817917579
CHEMBL2005344,S1c2nc(SC)nc(c2CC1)C,-2.5718615853
CHEMBL2005351,O1[C@H]([C@@H](O)C=C[C@H]1OC)CO,-2.9313971625
CHEMBL2005448,N(=[N+]=[N-])[C@@]12C[C@]3(C[C@@H](C1)C[C@@H](C2)C3)C,-1.4836127276
CHEMBL2005474,O=c1c2c([nH]cc1)c1c(nccc1)cc2,-1.8636133221
CHEMBL2005496,O[C@@]1([C@]2(C(=CC(=O)C2)CCC1)C)C#C,-2.0077515588
CHEMBL2005513,O(c1n(c(=O)c2c(n1)[nH]cc2)C)C,-2.7152855276
CHEMBL2005522,s1/c(=[NH+]/[O-])/c(nnc1N)C,-1.1427119708
CHEMBL2005574,O(C(=O)[C@]12N(CCC1)CCC2)C,-3.0217020033
CHEMBL2005708,S(c1nncc2[nH]c(nc12)C)C,-2.4519748086
CHEMBL2005741,n12ncc(c1[nH]cc2)C#N,-3.2838988493
CHEMBL2005845,O=NN1[C@@H](NCC1)Cc1ccccc1,-1.7596068163
CHEMBL2005875,Clc1cc(NC(=S)C#N)ccc1,-0.7496715471
CHEMBL2005889,S1c2c(cc(n(c2=O)C)C)CC1,-2.4181926847
CHEMBL2006234,o1[n+]([O-])c2c3nonc3CCc2n1,-0.9146864351
CHEMBL2006255,[O-]/C(=C(\[NH3+])/C(=O)C(C)(C)C)/C(C)(C)C,-2.121755862
CHEMBL2006367,S=C(/N=C(\N(C)C)/NC)N(C)C,-2.696756895
CHEMBL2006524,O=c1nc(n(c(N)c1)C)N,-2.9759173354
CHEMBL2006542,s1c2N(C=C(Cc2cc1)C(=O)N)C,-2.4497118106
CHEMBL2006574,O=C1N2[C@H](C(=O)NN=C2C)CC1,-2.4916030215
CHEMBL2006709,[O-][N+]1=C(C(N(N=O)C1(C)C)(C)C)C,-1.7397092127
CHEMBL2006805,S=C1C(C(=S)C1(C)C)(C)C,-1.5169396562
CHEMBL2006811,O=C1C(=C(C1=O)C(C)(C)C)C(C)(C)C,-1.3936989104
CHEMBL2007097,s1c2[nH]c(=O)nc(N)c2cc1,-2.470870391
CHEMBL2007170,o1c(/C=N/N2CCCCC2)ccc1C,-2.1406004823
CHEMBL2007192,O=c1n(N)c(n[nH]1)c1ccc(cc1)C,-2.3760073572
CHEMBL2007388,O1[C@]2([C@@]1(C(=O)[C@H]1[C@@H]2C(=O)OC1)C)C,-2.0109518289
CHEMBL2007415,O1C(=O)c2c(cc(nc2)C)CC1,-1.806543077
CHEMBL2007454,o1c2n(c(OC)nc3nccc23)cc1,-2.412310084
CHEMBL2007521,O=c1[nH]c(n[nH]1)CC,-3.3474065175
CHEMBL2007525,O1[C@]2(C(=O)OC(=O)[C@@H](C1(C)C)CC2)C,-2.4349794001
CHEMBL2007597,ON1C2([N+](=C(C1(C)C)C)[O-])CCCC2,-2.5606078544
CHEMBL2007764,O(c1nc(nc2[n+](cn(c12)C)C)N)C,-1.9023045631
CHEMBL2007883,c1([nH]nc([nH]n1)C(=O)O)C(=O)O,-1.199587982
CHEMBL2008027,S(/C(=[N+](\[O-])/C)/c1ccccc1)C,-1.9105814536
CHEMBL2008039,N12c3c(cc(cc3CCC2)C)CCC1,-3.2092444565
CHEMBL2008220,S=c1[nH]c(c([nH]1)NN)C(=O)N,-2.5691423863
CHEMBL2008345,[P+]1(c2ccccc2)(CCCCC1)C,-2.7840542853
CHEMBL2008378,O(/C(=C/C(=O)c1ccccc1)/N)CC,-1.9703036847
CHEMBL2008444,P(=O)(SC[C@@H](O)CN)(O)O,-2.0763956734
CHEMBL2008546,S(c1nn(cc(N)c1=N)C)C,-2.3792916223
CHEMBL2008585,C1(=C)[C@@H](C(=O)O)CCC1=O,-1.4976329399
CHEMBL2008668,O(C(=N)C(C)C)C,-3.4463637542
CHEMBL2008690,[N+]12(N=CC([C@@H]1[C@H]1C=C[C@@H]2CC1)(C)C)C,-2.3774375809
CHEMBL2008727,N1(N=C1c1ccccc1)c1ccccc1,-1.6397362018
CHEMBL2008736,[P+]1(CCCC1)(CC)CC,-2.8706378885
CHEMBL2008749,N(=N\O)/c1nccnc1,-0.9334334127
CHEMBL2008751,O=C(NCCC(=N)N)[C@@H]1N=C(N)CC1,-3.6422806137
CHEMBL2008805,O=c1n2n(cc1)CCCCC2,-2.7617715576
CHEMBL2008916,[n+]12c(cc(cc1CC)C)C=C[CH-]2,-2.8135879828
CHEMBL2009081,O=C1[C@@H]2N(CC1)CCC2,-2.3473455148
CHEMBL2009208,[n+]1(cc(cc(c1)C)C#N)C,-0.9998316009
CHEMBL2009228,s1c(c2c(c1C)[C@H](N)CC2=O)C,-1.8404741972
CHEMBL2009236,n1(nc(nc1)CCc1ccccc1)C,-3.4190094042
CHEMBL2009445,O[C@@H]([C@H](N)CC=O)[C@H](O)C,-2.1896113546
CHEMBL2009521,[P+](c1ccccc1)(CC)(C)C,-2.8244308414
CHEMBL2009642,O=c1n2c(N(CCC2)C)nnc1C,-1.8753038942
CHEMBL2009738,S(/C(=[N+](\[O-])/C)/CC)C,-2.4027287096
CHEMBL2009744,P(=O)(/C=C\C(O)(C)C)(O)O,-2.1516976653
CHEMBL2009751,O=C1[C@@H](CC/C/1=C\C(C)C)CN(C)C,-1.7224898075
CHEMBL2009815,c1(c(=O)[nH][nH]n1)C(=O)NC,-1.5521476595
CHEMBL2009816,N(=N\O)/c1ncc(c2ccccc2)cc1,-1.1326444068
CHEMBL2009882,[P@+]1(c2ccccc2)(C[C@H](CC1)C)C,-2.6603730496
CHEMBL2009901,[n+]12c(C(=C[CH-]2)C)cc(cc1CC)C,-2.8316676328
CHEMBL2010049,[S+]1(c2c(c3c1cccc3)cccc2)C,-1.6553950609
CHEMBL2010319,n12c(cc(cc1C)C)ccc2,-2.8448066061
CHEMBL2010403,ON(C(=N)c1ccccc1)C(C)C,-2.2852316388
CHEMBL2011240,N#Cc1ncccc1Cn1ccnc1,-1.724932573
CHEMBL2011275,c1ccc2c(c1)c(cc(n2)N)C,-2.2900510397
CHEMBL2011542,C1(C)(C)[C@@H]2C(=O)C=C(C(=O)[C@@H]12)C,-1.0065960821
CHEMBL2011582,n1(ncc(c1C)C#Cc1ccccc1)C,-2.4681993841
CHEMBL2018155,c1ccc2c(c1OC)cc[nH]2,-3.1179277343
CHEMBL2022292,c1(ccc2c(c1)nc(n2C)N)Cl,-2.9987769123
CHEMBL2022334,N(=[N+]=[N-])C1=CC(=O)c2ccccc2C1=O,-0.122449361
CHEMBL2022890,c1c(ccc(c1)/C=N/N(C)C)Cl,-2.206835516
CHEMBL2022893,c1cc(cc(c1C#N)C)[N+](=O)[O-],-0.3071154462
CHEMBL2023720,C(N(C(=S)[S-])CCC)CC,-2.9891608317
CHEMBL2027852,[C@@H](NC(=S)S)(CC)C,-2.2018173767
CHEMBL2028325,n1c(=O)[n-]ccc1/N=C\N(C)C,-2.5254292686
CHEMBL2028376,P(=O)(O[P@@](=O)([O-])O)(O)O,-2.6622964686
CHEMBL2028377,[n-]1c(=O)c(=S)[nH][nH]c1=O,-1.4653326987
CHEMBL2028417,[C@@H]1(C(=O)[P@@](=O)(O)[O-])O[C@@H]1C,-1.6306095189
CHEMBL2029512,n1[nH]c(=O)c2c(c1C)[nH]cn2,-2.2035397445
CHEMBL2029514,C1=C([C@H]2[C@@H](OC1=O)NN=C2C)C,-2.0092176895
CHEMBL2029516,C1CCc2c(C1)c1n(n2)cc[nH]c1=O,-2.3067464722
CHEMBL2029518,c1[nH]c(=O)c2c(n1)c(cs2)NC,-2.0527834255
CHEMBL2030125,S(SOCCC)OCCC,-1.5844371315
CHEMBL2030126,S(SOC(C)C)OC(C)C,-1.5088368821
CHEMBL2030353,n1c(ncc(c1N)C(=O)N)OC(C)C,-2.1540203945
CHEMBL2032374,c1(ccc(c(c1)c1n[nH]cc1)O)Cl,-2.4451082957
CHEMBL2035097,c1coc(cc1=O)/C=C/c1ccccc1,-1.4072189975
CHEMBL2036491,N(C(=O)/C(=C/C)/C)CC(C)C,-2.4406823874
CHEMBL2037360,c1(=O)n(sc(=O)n1C)CCCC,-1.3280687057
CHEMBL2040599,[C@H]1(OC(=O)C=C[C@@H]1O)C,-1.5506468876
CHEMBL2040642,C(C(=O)C(C)C)C(=O)C(=O)O,-0.8452360665
CHEMBL2041534,C12(CCCCC1)CC(=O)N(C(=O)C2)N,-2.426015501
CHEMBL2042170,c12c(nccn1)cc(s2)C(=O)O,-1.1059991794
CHEMBL2042315,c1ccc2c(c1OC)nc(nc2N)N,-2.3988915487
CHEMBL2047854,c1ccc2c(c1)N(C(=O)[C@](C2)(N)C)O,-2.8109010354
CHEMBL2047936,c1cccc(c1Cl)[C@H](C(=C)C#N)O,-1.9929205972
CHEMBL2048370,c1c(=O)n(c(cc1C(=O)O)O)O,-1.2750603041
CHEMBL2048371,c1c(nc(cc1C(=O)O)O)O,-1.3377310341
CHEMBL2049094,c1c(cc2c(c1)N(C(=O)[C@H](C2)N)O)C,-2.8839551762
CHEMBL2057926,c1(n[nH]c2c1C[C@@]1([C@H]2C1)CC)C(=O)O,-2.1147782181
CHEMBL2057927,c1(n[nH]c2c1C[C@H]1[C@@]2(C1)C)C(=O)O,-2.1056188513
CHEMBL2058289,c1(n[nH]c(=O)c2c1csc2N)C,-2.2203317683
CHEMBL2058632,C(/N=C\1/OC[C@@H](N1)C)(C1CC1)C1CC1,-3.5868124075
CHEMBL2062588,c1ccc2c(c1)Cc1c(N2C)cccc1,-3.2885802526
CHEMBL2062589,c1cccc2Nc3c(N=Nc12)cccc3,-1.1777369496
CHEMBL2063065,[nH]1c(=O)nc(NCC)cc1,-2.3328911958
CHEMBL2063146,C1[C@H](C/C(=C/CO)/C(=C)C1)O,-2.6174977462
CHEMBL2063181,C1OC(=O)C2=C(C1)O[C@@H](C(=O)N2)C,-1.9684227244
CHEMBL2063286,C([C@H]1c2c(cccc2NC1=O)O)C#N,-2.8308670293
CHEMBL2063292,C([C@H]1c2ccccc2NC1=O)C(=O)N,-3.0336109165
CHEMBL2063293,C(c1c2c(cccc2[nH]c1)OC)C#N,-3.1429568044
CHEMBL2063297,C([C@]1(O)C(=O)Nc2c1cccc2)C#N,-2.4532468491
CHEMBL2063877,Oc1c(Cl)cc(Cl)cc1C=O,-1.4204997904
CHEMBL2064046,O1[C@@H](N[C@@H](C1)C(=O)O)C(=O)O,-2.7475830373
CHEMBL2064462,C1(=C[C@](CCC1=O)(C)C#C)C#N,-1.1713965676
CHEMBL2064463,C1(=CC(CC(C1=O)(C)C)(C)C)C#N,-1.3953303985
CHEMBL2064679,c1(cc(ccc1)/C=N/c1ccccc1)O,-1.6815008005
CHEMBL2064703,c1cnc2c(c1)C(=O)NCC2,-1.9508819126
CHEMBL2064706,c1cncc2c1CCNC2=O,-1.9884997452
CHEMBL2070624,c1sc(cc1)[C@@H]1OC(=O)C(=CC1)C,-1.9525139714
CHEMBL2070626,c1sc(cc1)[C@@H]1OC(=O)C(=C1)C,-2.0924001602
CHEMBL2070627,c1oc(cc1)[C@@H]1OC(=O)C=CC1,-1.7486001262
CHEMBL2070629,c1sc(cc1)[C@@H]1OC(=O)C=C1,-1.9424554423
CHEMBL2071014,n1[nH]c(cc1C(=O)O)C(=O)O,-1.667914185
CHEMBL2071024,[nH]1c(c(nn1)C)C(=O)OCC,-1.832134373
CHEMBL2071035,c1cccc(c1)n1ncc[n+]1C,-1.1381148665
CHEMBL2071149,n1n(n(C)c(=S)c1C)C,-1.8778650379
CHEMBL2071156,c1cccc(c1)c1nnn(c1OC)C,-2.7010081397
CHEMBL2071543,c1ccc2c(c1[N+](=O)[O-])cnn2C,-0.3999002212
CHEMBL2071551,c1ccc2c(c1C#N)cn[nH]2,-1.7711565666
CHEMBL2074640,c1c(ccc(c1)/C=C/C(=O)OCC)O,-1.7628378641
CHEMBL2078787,[C@@H]1([N+](C)(C)C)[C@H](OC(=O)C)CC1,-2.7724941289
CHEMBL2078814,n1cnc2c(c1N)cnn2C(C)(C)C,-2.5528551729
CHEMBL2079257,C(C(=O)O)[C@]1([C@@](C1)(C(=O)O)N)F,-3.0027347059
CHEMBL2079813,c12c(nc([nH]1)[O-])c(nc(n2)O)O,-3.0944028477
CHEMBL2079839,c1(c([nH]nn1)[O-])C(=O)NC,-3.0150435234
CHEMBL2086987,[C@@H](COC(=O)N)(C(C)C)CC,-3.2700095872
CHEMBL2086989,C(COC(=O)N)C(C)(C)C,-3.2468174677
CHEMBL2086990,[C@@H](COC(=O)N)(CC(C)(C)C)C,-3.3137819967
CHEMBL2086993,C(COC(=O)N)(CCC)CCC,-3.3392770294
CHEMBL2086996,[C@@H](COC(=O)N)([C@H](C)CC)C(C)C,-3.2819975283
CHEMBL2086997,C(COC(=O)N)[C@H](CC)C,-3.2604403266
CHEMBL2086999,C1(COC(=O)N)C(C1(C)C)(C)C,-3.252950656
CHEMBL2087000,C(COC(=O)N)c1ccccc1,-3.5046888346
CHEMBL2087645,c1cnc(cc1Br)C,-2.5550057065
CHEMBL2088744,n1(ccc2c1C(=O)NCCC2=O)C,-1.7707781828
CHEMBL2089329,c1ccc2c(c1)c(=O)cc([nH]2)CO,-2.0196208429
CHEMBL2089334,c1c(cc2c(c1)c(=O)cc[nH]2)O,-2.1262617494
CHEMBL2092950,O(C(=O)C1=CC(C)(C)N(C1(C)C)O)C,-2.0893201419
CHEMBL2093005,C(#CC#C)C#CC#C/C=C/C=C/[C@H](O)C,-1.1548341578
CHEMBL2094309,c1(c(c(=O)cc(cc1)C)[O-])C[NH+](C)C,-1.4743735298
CHEMBL2096919,[O-][N+](=O)[C@]1([C@H]2C[C@@H](C1)C=C2)CC,-0.9654868598
CHEMBL2103937,C1(=S)N(C(C)C)CCN1,-2.8954983701
CHEMBL2104036,c1(=O)n(c(cc(=O)n1CC)N)CC=C,-2.8483221078
CHEMBL2104038,C(=O)(OC1CCCCC1)OC(C)C,-2.9613420498
CHEMBL2104057,n1(c(=O)cccc1)c1cc(N)ccc1,-2.0895803952
CHEMBL2104066,c1(scnn1)NC#N,-2.4034204059
CHEMBL2104115,c1(c(=O)ncn(c1)NC(=O)C)C#N,-1.4645269003
CHEMBL2104205,n12c(nc(nc1N)N)cc(n2)C,-2.8645043653
CHEMBL2104208,C(=O)(OC(CC)(CC)C)N,-3.3569954069
CHEMBL2104495,N1=C(OCC1(C)C)N,-3.5081953627
CHEMBL2104607,C(=O)(c1cnccc1)N(CC)CC,-2.143731947
CHEMBL2104676,C(=Nc1ccc(N=C=S)cc1)=S,-2.1226046673
CHEMBL2104690,N12[C@@H](c3c(CC1)cccc3)CNCC2,-3.0846968508
CHEMBL2104736,N1=C(C(=O)N)CCC(=O)N1C,-1.6162200292
CHEMBL2104853,[C@@H]1(C(=O)NCCN1)c1sccc1,-2.9532758611
