codes,CHG,smiles,pot
CHEMBL1490357,0,CCC(=O)Oc1ccc2oc(=O)cc(C)c2c1,-1.54734615552833
CHEMBL149043,0,Oc1cccc2c1CC(N1CCCCC1)CC2,-3.23753780858847
CHEMBL1490772,0,Cc1ccc(N2NC(C)(c3cccs3)N=C2S)cc1,-2.58947881249123
CHEMBL1491109,0,COc1ccc(-c2nnc(-c3ccc(F)cc3)o2)cc1,-2.06206190587133
CHEMBL1491205,0,COc1nc(N)nc(N2CCOCC2)n1,-2.95813273238143
CHEMBL1494451,0,c1ccc(C2=NN=C(c3ccco3)Nc3ccccc32)cc1,-1.58138601797922
CHEMBL1495617,0,O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,-1.16833325726485
CHEMBL1497103,0,Cc1cccc(NC(=O)CC(C)(C)C)c1,-2.93769195538046
CHEMBL149739,0,CCc1cc(NC(=O)c2nn[nH]n2)c(O)c(C(C)=O)c1,-1.75228223968323
CHEMBL150114,0,c1ccc2sc(Cc3c[nH]cn3)nc2c1,-2.51508555020849
CHEMBL150324,0,NC1=NC(OCc2cnsc2)c2[nH]cnc2N1,-2.4717827187918
CHEMBL1505306,0,Cc1cc(C)c(C#N)c(SCc2ccc(C(=O)O)cc2)n1,-1.83643652348817
CHEMBL1506088,0,CCCOc1ccc(Cl)cc1CNc1ccccc1,-2.86336910776945
CHEMBL1506100,0,CN(C)/C=C1\NC(=S)N(c2ccccc2)C1=O,-1.8889059603862
CHEMBL1506479,0,CCc1cc(-c2nnc(S)n2N)n(C)n1,-2.43920896294745
CHEMBL1507652,0,O=C(Nc1ccc(Cl)c([N+](=O)[O-])c1)c1cnccn1,-0.461218318015491
CHEMBL1508294,0,O=C1NC(=O)C(=C2CCCCCC2)S1,-1.65374218949432
CHEMBL1509207,0,Cc1nc(S)c(C#N)c2c1CCCC2,-1.72955077991574
CHEMBL1510183,0,N#CC1=C(N)OC2=C(C(=O)CCC2)C1c1ccccc1,-1.972943304132
CHEMBL1513433,0,O=C(CCn1cccn1)NCc1ccc(Cl)cc1,-2.79324429325142
CHEMBL1518129,0,O=C(Oc1ccc(OC(=O)C2CCC2)cc1)C1CCC1,-3.60348213819731
CHEMBL1518425,0,CCOC(=O)C(C(C)C)C(N)Cc1ccc(F)cc1,-3.26291148185636
CHEMBL152025,0,CCOc1ccc(C(=O)Nc2cc(C)cc(C)n2)cc1,-2.10630471502003
CHEMBL1521008,0,CN(C)S(=O)(=O)c1ccc2nnn(O)c2c1,-1.55491406781366
CHEMBL1525110,0,CCC(Oc1ccccc1)C(=O)Nc1ccccc1OC,-2.79139666415745
CHEMBL1525306,0,CC(C)CC(=O)Nc1ncc([N+](=O)[O-])s1,-0.342332898688221
CHEMBL1526290,0,O=C(NCc1cccnc1)c1cnc2sccn2c1=O,-1.63537700361005
CHEMBL1526702,0,CCn1c(NCc2ccc(OC)cc2)nc2ccccc21,-3.18076914339922
CHEMBL1527271,0,CC(C)(C)SCCNC(=O)/C=C/c1ccccc1,-1.7194088067283
CHEMBL1527440,0,O=C(Nc1ccccc1)OC1CC2CC1C1CCCC21,-3.57116451227125
CHEMBL1527869,0,COc1ccc2nc(N=C(S)N(C)C)sc2c1,-2.1141442440913
CHEMBL1528768,0,CCCCCCOC(=O)Sc1nc2ccccc2o1,-2.12304671405876
CHEMBL1529460,0,OC(C#Cc1ccccn1)c1cccs1,-2.2144909637244
CHEMBL1531392,0,O=C(Nc1ccc2c(c1)oc1ccccc12)C1CC1,-2.45333652387266
CHEMBL1538625,0,O=c1c2ccccc2cnn1CCOc1ccccc1,-1.90266586614504
CHEMBL1539324,0,OC(c1ccc(Cl)cc1)c1nccc2ccccc12,-2.01666321176562
CHEMBL1540442,0,CCOC(=O)c1c(Nc2ccccc2N)cc(C)nc1C,-2.2865695190294
CHEMBL154141,0,Clc1cccc2c1CCN(CC1=NCCN1)C2,-3.00520578850097
CHEMBL1541732,0,CC1(C)CC2CC(C)(CN2CC(O)c2ccccc2)C1,-3.18683362694801
CHEMBL1542993,0,O=C1CN(C(=O)c2cc3ccccc3o2)c2ccccc2N1,-1.6200118980982
CHEMBL1543446,0,O=C(NC(=S)Nc1cccnc1Cl)c1ccco1,-1.30664128562161
CHEMBL1544104,0,CC(=O)C1=C(C)Nc2cc(C(F)(F)F)ccc2S1,-1.92345761658253
CHEMBL1544823,0,O=C(CCCOc1ccccc1)N1CCCCC1,-3.02574779319141
CHEMBL1546275,0,O=[N+]([O-])c1ccccc1/C=C/CN1CCSCC1,-0.55079656800972
CHEMBL1546320,0,CCN(CC)CCCCCOc1ccccc1OC,-3.21907507820722
CHEMBL1546680,0,CCc1nc(SCCO)c2oc3ccccc3c2n1,-1.57734863227367
CHEMBL154750,0,COC(=O)c1cccc2ncn(-c3ccccc3)c12,-1.95273840861032
CHEMBL1548861,0,Cc1ccc(NCc2ccccc2O)c(C)c1,-3.12032783592445
CHEMBL1548911,0,CCCCN(CC)C(=O)c1cccc(Cl)c1,-2.08836070449656
CHEMBL1549275,0,CC1CCCN(CC(O)COc2ccc3c(c2)OCO3)C1,-3.01891483487169
CHEMBL1549895,0,O=C1C2CCCC1C(N1CCCCC1)CC2,-2.60783040380067
CHEMBL1554467,0,CCC#CCOCC(=O)Nc1ccccc1,-2.80280261791773
CHEMBL1555413,0,COc1ccc(C(=O)OCC(=O)c2ccc[nH]2)cc1,-2.04977489549773
CHEMBL1566835,0,COc1cc2c(cc1/C=C/[N+](=O)[O-])OCO2,-0.502760389288846
CHEMBL1567027,0,Cc1cc(C)cc(C(=O)NC2CC(C)(C)NC(C)(C)C2)c1,-2.22006522145134
CHEMBL1567402,0,CCOC(=O)c1c(OCC)[nH]c2c1cc(O)c1ccccc12,-2.78945633760556
CHEMBL1568097,0,CN(C)C(=O)NCc1ccc(S(N)(=O)=O)cc1,-2.27861354736149
CHEMBL1568280,0,Cc1ccc(CSc2nnc3nc(C)cc(C)n23)cc1,-1.86131683339195
CHEMBL1569573,0,O=C(NC1CCCC1)c1ccccc1-c1ccccc1,-2.29539641104806
CHEMBL157758,0,Cc1ccccc1NC(=O)Oc1cccc2cccnc12,-1.85301970898337
CHEMBL157866,0,NC(CC(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,-0.583763135245922
CHEMBL1581837,0,CCNS(=O)(=O)c1cc(S(C)(=O)=O)ccc1Cl,-1.54849624644297
CHEMBL1583808,0,CC(C)CC(=O)Nc1nnc(-c2ccco2)s1,-1.98609977136539
CHEMBL1583881,0,Cc1cc(Br)cn2ccnc12,-2.35638329128648
CHEMBL1583903,0,Nc1ccc(Oc2ncccn2)c(Cl)c1,-2.0654224819444
CHEMBL1584190,0,CC(=O)c1cccc(NC(=O)Nc2ccc(C)cc2)c1,-1.61696716559367
CHEMBL1585570,0,Cc1ccc(C(=O)NNC(=O)C2CC2)cc1Br,-2.10894529834759
CHEMBL1585670,0,O=C(c1cnc2ccccn2c1=O)N1CCc2ccccc21,-1.51037385429737
CHEMBL1585695,0,COC1(c2cc(-c3ccccc3)nc(N)n2)CCCCC1,-1.99390836441753
CHEMBL1586555,0,CCOCCn1c(CCCO)nc2ccccc21,-2.96722163121755
CHEMBL158874,0,N=C(/C=C/c1ccccc1)NCc1ccccc1,-1.91080847073627
CHEMBL1588863,0,CC1CN(Cc2cc(O)nc(C(C)C)n2)CC(C)O1,-2.29997759466985
CHEMBL159210,0,CC(C(=O)N(C)C)c1ccc(-c2ccccc2)c(F)c1,-2.47421671827617
CHEMBL1592529,0,Cc1cc(O)c(CN(C)C)c2c1C(=O)/C(=C/c1ccco1)O2,-1.06838560757014
CHEMBL159262,0,Cc1cc(Cl)ccc1N1C(=O)CON(C)C1=S,-1.89969926392142
CHEMBL1592747,0,O=C1CCNCCN1[C@H](CO)Cc1ccccc1,-3.54211240095856
CHEMBL1592815,0,COc1cc(C)c(CC/C(C)=C/C=C/C(C)=O)c(C)c1C,-1.47031163070204
CHEMBL1593680,0,CC1CCN(S(=O)(=O)c2cnc(O)nc2O)CC1,-1.66882687841639
CHEMBL1593834,0,Cc1cccc(OC(=O)c2snnc2C)c1,-0.926238397198412
CHEMBL1594210,0,COc1ccc(NC(=O)c2c(N)cnn2C)cc1,-2.37743642191526
CHEMBL1594644,0,O=C(c1nc2ccccc2s1)N1CCSCC1,-1.43162646201317
CHEMBL159955,0,COc1cc(C)ccc1-c1nc2cc[nH]cc-2n1,-2.17530445023931
CHEMBL1607299,0,Cc1ccc(NC(=O)CCC(=O)c2cccs2)c(O)c1,-1.43393376535687
CHEMBL1612446,0,CC(C)[C@H](NC(=O)NCc1cccs1)C(=O)O,-3.3508306996836
CHEMBL1613344,0,CCc1ccccc1Nc1nc2ccccc2n2cnnc12,-2.00148823177481
CHEMBL1616407,0,Cc1cc(C)nc(Nc2ccc(C(=O)O)cc2)n1,-1.9973963724834
CHEMBL1617895,0,N=C(N)NCCCCNCc1ccc(-c2ccccc2)cc1,-2.26828052389209
CHEMBL1617962,0,OC1(c2ccc3ccccc3c2)CN2CCCCC2CO1,-2.32797109025196
CHEMBL1618844,0,CCSc1cnc(-c2ccccc2)n1CC,-2.53378745038628
CHEMBL1619697,0,CC(C)C(O)(C#CCN1CCCCC1)c1ccccc1,-2.99468730753696
CHEMBL1619747,0,O=C(OC1CN2CCC1CC2)c1cccc(Cl)c1,-1.81122938078055
CHEMBL1620003,0,Cc1cccc(Nc2nc(C)nc3c2oc2ccccc23)c1,-2.08214112600823
CHEMBL1620450,0,CN(C)CC(=O)N1CCc2ccccc2C1,-3.23289965275839
CHEMBL1620567,0,CCOC(=O)Cc1csc(CC(N)=O)n1,-2.68755044946679
CHEMBL1622085,0,Cc1ccccc1OCCCc1c(C)n[nH]c1C,-3.19403167843167
CHEMBL1622374,0,COc1cccc(CNCC2CCCO2)c1,-3.04644036888176
CHEMBL1623163,0,CC(CN1CCCCC1)OC(=O)/C=C/c1ccccc1,-1.55211368693149
CHEMBL1623461,0,c1ccc2c(c1)CCOC2CNCCCN1CCCCC1,-3.09100217969459
CHEMBL1623890,0,CCCC(=O)NS(=O)(=O)c1ccc(N=NN(C)C)cc1,-2.41000806498554
CHEMBL1623997,0,Cc1ccc(CNCc2cc(Cl)ccc2O)cc1,-3.02188109371168
CHEMBL1623998,0,CN(Cc1ccccc1)Cc1ccccc1OC(=O)N(C)C,-3.33050158028071
CHEMBL1624315,0,C=CCN(CC=C)CCOc1ccccc1[N+](=O)[O-],-0.605064172457017
CHEMBL1624417,0,CCOc1ccc(C(=O)OCCN(C)C)cc1,-2.21398438459608
CHEMBL1625012,0,Cc1ccc(C(C)C)c(OCC#CCN2CCCC2)c1,-3.01955551422328
CHEMBL1626298,0,COc1ccc(CNC2CC(C)N(C)CC2C)cc1OC,-3.1841641575615
CHEMBL1626377,0,COCc1c(N)c(C)nc(Cl)c1C#N,-1.84805724226915
CHEMBL1626660,0,CCCCNCc1cc(Cl)cc([N+](=O)[O-])c1,-0.340570193795267
CHEMBL1630779,0,COC1CCCCC1N(C)c1ncnc2[nH]ccc12,-2.65419866415184
CHEMBL163657,0,CN1C(=O)CC(c2ccccc2)(c2ccccc2)C1=O,-2.49575385167839
CHEMBL163803,0,CCCN1CCC=C2c3ccccc3OCC21,-2.54318805130299
CHEMBL163947,0,COc1cc2c(c(O)c1OC)c(=O)ccn2C,-2.08711600343872
CHEMBL1642765,0,CC(C)OC(=O)COC(=O)c1ccc([N+](=O)[O-])o1,-0.267751285314212
CHEMBL1644880,0,CC(C)=CCOc1ccc(/C=C/C(=O)O)cc1Cl,-1.51747454387897
CHEMBL1645611,0,Fc1ccccc1Oc1ccccc1OC1CCNC1,-2.9647475368115
CHEMBL164833,0,O=C1NC(=O)C(c2ccc(OCCn3ccnc3)cc2)O1,-2.57395670015266
CHEMBL1649829,0,Cn1c(-c2ccc([N+](=O)[O-])cc2)cnc1N,-0.470339525662837
CHEMBL1651753,0,C[C@H]1[C@H](NCc2ccc(O)cc2)C[C@@H]2C[C@H]1C2(C)C,-3.03549131312406
CHEMBL165529,0,C1=NC[C@]2(CC[C@@H]3Cc4ccccc4C[C@H]3C2)N1,-3.12858466515862
CHEMBL166110,0,CCN(c1nc(C)cc(C)n1)c1ccc(N(C)C)cc1C,-2.64038707753964
CHEMBL1672015,0,NC(Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2,-3.20662013126306
CHEMBL1672572,0,[N-]=[N+]=Nc1ccc2sc3c(c2c1)SCCNC3=O,-1.62059226963673
CHEMBL1673307,0,c1ccc2c(CN3CCNCC3)cccc2c1,-2.30626885577958
CHEMBL1710158,0,O=C(COc1cc(F)ccc1[N+](=O)[O-])NCC1CCCO1,-0.454590440280817
CHEMBL1710666,0,c1ccc(N2C3C4CC(C5CCCC54)C32)cc1,-3.03081011478135
CHEMBL1711608,0,O=C(Nc1ccc(Cl)cc1)NN1CCCCCC1,-3.24396812358174
CHEMBL1713360,0,COc1ccc(OC)c(NC(=O)CCN2CCCCC2)c1,-2.94005658054644
CHEMBL1713392,0,CON(C)C(=O)/C=C/CCCCNC(=O)OC(C)(C)C,-2.34891795429219
CHEMBL1713685,0,Cc1occc1C(=O)N(C)Cc1nc(-c2ccccc2)no1,-2.16151377826457
CHEMBL1715350,0,CSc1ccc(CNCCN2CCOCC2)cc1,-3.12812552639693
CHEMBL1716312,0,COc1cccc(C(=O)NNC(=O)c2cccnc2)c1,-1.90092996584028
CHEMBL1717090,0,OCCN(Cc1cccnc1)Cc1ccccn1,-2.37211230568609
CHEMBL1719729,0,O=C(Nc1ccc(F)c(Cl)c1)C1CC2CCC1C2,-2.93794038689572
CHEMBL1720895,0,COC(=O)Cc1cc(C)cc2c(=O)cc(-c3ccoc3)oc12,-1.62290076638559
CHEMBL1720898,0,Cc1cccc(C(=O)OC(C)CN2C(C)CCCC2C)c1,-1.90255728830538
CHEMBL1721299,0,CN1C(=O)N(C)c2ccc(Br)c3cccc1c23,-2.39845797343812
CHEMBL1722309,0,Cc1ccc(-c2ccnc(N3CCC(C(N)=O)CC3)n2)cc1,-2.00551085800406
CHEMBL1722873,0,CCCCCCC(=O)Nc1cc(Cl)ccc1C(=O)O,-1.8315772419738
CHEMBL1723218,0,Cc1cc(C(F)F)nn1CC(=O)NC1CCCCCC1,-3.0524115490885
CHEMBL1723392,0,CC(=O)c1c(O)nc2ccccc2c1-c1ccc(Cl)cc1,-1.27947597995177
CHEMBL1726181,0,Cc1cc2ccccn2c1C(=O)c1ccc(F)cc1,-1.64458355843209
CHEMBL1726331,0,O=[N+]([O-])c1ccc(Nc2ccc(Cl)cc2)nc1,-0.578409966297593
CHEMBL1726571,0,CC(O)[C@H]1CNCCN1CCc1cccc2ccccc12,-2.43258638547704
CHEMBL1726642,0,O=C(O)c1ccccc1S(=O)(=O)c1ccccc1CO,-1.42038280236964
CHEMBL172751,0,Nc1ncccc1COc1cc(-c2ccccc2)[nH]n1,-2.37902086047242
CHEMBL1729501,0,c1ccc2cc(CCO[C@H]3CCCCO3)ncc2c1,-2.19401271476506
CHEMBL1731282,0,CN(C)C(=O)CCSc1nnc(-c2ccco2)o1,-1.94669037242642
CHEMBL1731297,0,Cc1ccc(S(=O)(=O)n2ccc3c2CCCC3=O)cc1,-1.29411107619636
CHEMBL1731712,0,O=C(COC(=O)C1CC1)NCc1ccccc1,-3.11231058558296
CHEMBL1732382,0,CN1C(=O)C(=O)N(CC(=O)N2CCc3ccccc32)C1=O,-0.804782729547929
CHEMBL173247,0,CN1CC=C(Oc2cc3ccccc3c3ccccc23)CC1,-2.26629690276771
CHEMBL1733466,0,CC(=O)C1=C(C)NC(=O)NC1c1ccc(Cl)cc1,-1.97969727720277
CHEMBL1733819,0,COC(C)c1oc2c(C)c3oc(=O)cc(C)c3cc2c1C,-1.70747447360215
CHEMBL1734221,0,O=C(Cc1ccccc1)OCC(=O)c1cccc([N+](=O)[O-])c1,-0.425299401400272
CHEMBL1734892,0,CCCN(CCC)C(=O)Nc1ccc(F)cc1F,-2.93991867071096
CHEMBL1735680,0,COC(=O)NC(C[N+](=O)[O-])c1cccc(C)c1,-0.761644871732975
CHEMBL1736326,0,O=[N+]([O-])c1ccc(SNc2ccccc2)c([N+](=O)[O-])c1,-0.391418132497362
CHEMBL173640,0,C=CCN1Cc2ccccc2[C@@H]2Cc3n[nH]cc3C[C@H]21,-3.11555831483832
CHEMBL1736930,0,CC1(C)CC(NC(=O)CC2CCCCC2)CC(C)(C)N1,-3.30440907910693
CHEMBL174143,0,CC(=O)N[C@H](CC(C)C)C(=O)NCC(=O)NCC(=O)O,-2.92909663115244
CHEMBL1741777,0,CC(C)(C)NC[C@H](O)COc1cccc2c1CCC(=O)N2,-2.91326967962339
CHEMBL1743824,0,C[C@]1(c2ccccc2)CN2CCC[C@H]2c2ccccc21,-3.19407923754301
CHEMBL1743853,0,CN[C@H]1CC[C@@H](c2ccccc2OC)c2ccccc21,-3.15715650247955
CHEMBL1744095,0,O=C(NCc1c[nH]cn1)C(c1ccccc1)C1CCCCC1,-3.04456332389266
CHEMBL1760095,0,CCOC(=O)/C=C/[C@@H]1C[C@H](O)[C@H](O)C1,-2.22743985249276
CHEMBL1762453,0,Cc1cccc(NC(=O)N/N=C2\C(=O)Nc3ccccc32)c1,-1.12501234414346
CHEMBL1765952,0,C=C(c1ccccc1)[C@@]12CCC[C@@H]1CC=C2c1ccccc1,-2.71275316450816
CHEMBL1766265,0,CC(=O)Nc1nn(-c2ccccc2)c(=O)c2ccccc12,-1.75108600885523
CHEMBL1770274,0,CN1CCN(C(=S)SCC2=CCOC2=O)CC1,-2.26531756735514
CHEMBL1778783,0,O=C(O)[C@@H]1C[C@H](Oc2ccc(Cl)cc2)CN1,-3.25011433897525
CHEMBL1813619,0,Cc1cc2[nH]nc(N)c2c(N2CCOCC2)n1,-2.86839770338574
CHEMBL1814555,0,CC1=CC[C@]2(CC1=O)[C@@H](C)CC[C@H]2C(C)C,-2.09608799477498
CHEMBL1823112,0,CC/C=C1\OC(=O)c2c1cc(O)c(O)c2C,-1.88889737347829
CHEMBL1824538,0,COc1ccc(CNC(=O)Nc2ccc(C#N)cn2)cc1,-2.08986156033839
CHEMBL1859781,0,CC(C)c1ccc(Oc2ccc(/C(N)=N/O)cn2)cc1,-2.52168769173557
CHEMBL1860161,0,Cc1cccc(-c2nc(Cn3cnc(C)c3)co2)c1,-2.24017381499388
CHEMBL1861741,0,Cc1ccccc1-c1nc(CNC[C@@H]2CCCO2)co1,-2.21841281668038
CHEMBL1864298,0,COc1ccc2c(c1)CSC(c1ccccc1)C2=O,-1.66341561875798
CHEMBL1865930,0,O=C(C=Cc1ccccc1)c1cnc2ccccc2c1O,-1.19740845776972
CHEMBL1866627,0,COC(=O)C1(C)COP(=O)(Nc2ccccc2)OC1,-2.62228675047406
CHEMBL1866629,0,O=C(O)c1cccc(C(=O)c2cccc3ccccc23)c1,-1.4447511558615
CHEMBL1868282,0,COc1cc(NC(=O)Cc2cccs2)cc(OC)c1,-2.83835016235884
CHEMBL1868358,0,CC(=O)Nc1ccc2c(c1)-c1ccc(F)cc1C2=O,-0.92973415203756
CHEMBL1868952,0,CCCCN1C(=O)C(C(=O)OCC)CC2=C1CCCC2=O,-2.80779812603473
CHEMBL1890436,0,c1ccc(-c2cnc(-c3ccccc3)nn2)cc1,-1.4801779922298
CHEMBL1891430,0,CN1C(=O)CCC2(c3ccccc3)CC=C(O)C=C12,-2.59336618496751
CHEMBL1891707,0,CC1CC(=Cc2ccc(N)cc2)C(=O)O1,-1.65172250841401
CHEMBL1893666,0,COC(=O)c1ccccc1-c1cn(C)c2ccccc2c1=O,-2.07002694782796
CHEMBL1893850,0,Cn1ccc2c(N3CCC3)cc3c(c21)C1CCC3O1,-3.22045988224731
CHEMBL1895905,0,O=C(O)Cn1ncc2ccccc2c1=O,-1.55137918844934
CHEMBL1896125,0,Cn1cc(C2OC(=O)c3ccccc32)c2ccccc21,-1.89182904033891
CHEMBL1898312,0,O=[N+]([O-])c1ccc(C=NN2CCOCC2)s1,-0.378322449986195
CHEMBL1899349,0,COc1cccc(NC(=O)c2nc3ncccn3n2)c1,-1.64583728022977
CHEMBL1899592,0,CCN1CCCC1CNC(=O)c1ccccc1Cl,-2.08350208485901
CHEMBL1900071,0,Cc1ccc(C)c(N2N=C(C(=O)O)CCC2=O)c1,-1.19318654733651
CHEMBL1900511,0,CC(C)CCOC(=O)/C=C/c1ccccc1,-1.6366779454416
CHEMBL1901186,0,N#Cc1ccccc1CN1C(=O)c2ccccc2S1(=O)=O,-1.29176158251465
CHEMBL1902261,0,Cc1ccc(S(=O)(=O)Nc2ncnc3ccccc23)cc1,-1.43574586858468
CHEMBL1902669,0,O=C1Nc2ccccc2C1(O)Cc1ccccn1,-2.59412398055412
CHEMBL19088,0,CC(C)(C)/N=c1\c(O)c(O)\c1=N/c1cccnc1,-1.92431183404376
CHEMBL19114,0,NCCc1coc2ccc(C(N)=O)cc12,-2.30214548093549
CHEMBL1915972,0,Cc1nc2ccccc2n2c(-c3ccco3)nnc12,-1.73825504693816
CHEMBL1916025,0,Fc1ccccc1Cc1nc(-c2ncn[nH]2)n2ccccc12,-2.5398070987966
CHEMBL1916871,0,c1ccc(C(NCc2nnn[nH]2)c2ccccc2)cc1,-2.81412312702347
CHEMBL1917679,0,NCc1csc(NC(=O)c2cccnn2)n1,-1.45071089884199
CHEMBL1922255,0,Cc1ccc2[nH]c3c(c2c1)C(C)C1CN(C)CCC1C3,-2.88192823896157
CHEMBL1922832,0,COC(=O)c1nnn(Cc2ccccc2)c1C(=O)OC,-1.5265510956789
CHEMBL19236,0,COc1nc(C)nc(Cl)c1NC1=NCCN1,-2.33383323978982
CHEMBL192413,0,N#Cc1cccc(Nc2ncc(-c3ccccc3)o2)c1,-2.1257061527119
CHEMBL192523,0,COc1ccc(NC(=O)CC2CCCCC2)cc1,-3.54093992697206
CHEMBL1927504,0,N#C/C(=C\c1sccc1Br)C(N)=O,-0.88655419479691
CHEMBL1927539,0,O=C(NCCCc1ccccc1)c1cccc(O)c1,-2.21712413108717
CHEMBL1938889,0,CCCCCCCCCCCCC1=NCCCC1,-3.18469610479038
CHEMBL1939350,0,Cc1ncc2c(n1)NC(c1cc(Cl)cc(Cl)c1)NC2,-2.69502651524996
CHEMBL1939868,0,CCOC(=O)c1cc2cc(-c3ccccn3)ccc2[nH]1,-1.92320687804809
CHEMBL1949796,0,CC(=O)[C@]12CC[C@@]3(C)CCC(=O)C(C)=C3[C@H]1O2,-1.71502928714178
CHEMBL1950069,0,COc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@]1(C)F,-2.64074193973914
CHEMBL19508,0,CCOC(=O)Cc1nc(C)oc1-c1ccco1,-2.64496361634876
CHEMBL1951262,0,Cc1nn(C)c(C)c1NS(=O)(=O)c1ccc(C#N)cc1,-1.43914164171075
CHEMBL1952058,0,O/N=C/C1=NCCN1Cc1ccccc1,-1.84852676731775
CHEMBL195499,0,CC(C)Cn1cnc2c(O)nc3ccccc3c21,-2.32061304420297
CHEMBL1958437,0,O=C(/C=C/c1ccc2ccccc2n1)NO,-1.2467889861731
CHEMBL196433,0,O=S1(=O)C=Cc2ccc(S(=O)(=O)NCC3CC3)cc21,-0.948069049472002
CHEMBL197859,0,CCN(CC)C[C@H](c1ccccc1)N1CCN(C)CC1,-3.20773140701364
CHEMBL198961,0,O=C1C(=O)c2ccccc2C(O)=C1Sc1ncc[nH]1,-0.0757092383324211
CHEMBL199063,0,NC(=O)C1CCc2c1[nH]c1ccc(Cl)cc21,-3.00786842053128
CHEMBL1992921,0,O=C(c1ccccc1)C1OC12C(=O)Nc1ccccc12,-1.48562089344917
CHEMBL1994981,0,COc1ccc2c(c1)CC1=C(O2)c2ccc(OC)cc2OC1,-2.71096032048951
CHEMBL200074,0,C=CCCCOC(=O)c1ccc(S(N)(=O)=O)cc1,-1.42147029929617
CHEMBL20017,0,CC(C)Oc1cccc(N2CCNCC2)n1,-2.82551570484334
CHEMBL200211,0,CC(=O)C1=C2OC=C(C)c3ccc(C)c(c32)C(=O)C1=O,0.0772033999391084
CHEMBL200483,0,Oc1ccc(-n2c(-c3ccccc3)nc3ccccc32)cc1,-2.22757851274465
CHEMBL20057,0,Cc1ccc(C(=O)OCn2oc(=O)c3ccccc32)cc1,-1.95135141613489
CHEMBL201998,0,C=C(c1cccc2ccccc12)C1COC2(CCCC2)OO1,-2.2319560065623
CHEMBL2035109,0,COc1ccc(/C=C/C2CC=CC(=O)O2)cc1,-1.88610568957141
CHEMBL203670,0,CN(C)CCCOc1ccc(CN(C)C)cc1,-3.09232925526631
CHEMBL2042562,0,CC(C)=Cc1ccc2cccc([N+](=O)[O-])c2n1,-0.599003060772118
CHEMBL2047461,0,Cc1cccc2cc(C(=O)N3CCCN(C)CC3)[nH]c12,-2.28482926914808
CHEMBL2047937,0,C=C(C(=O)OCC)C(O)c1ccccc1Cl,-1.69416800391113
CHEMBL204872,0,CN(C)CCc1ccc(OCCCN2CCCCC2)cc1,-3.06228780171749
CHEMBL205536,0,CCCCNC(=O)c1cnc2ccc(CC)cc2c1O,-1.95914601052446
CHEMBL206324,0,Oc1ccc2cc(O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)ccc2c1,-2.36871277117575
CHEMBL206546,0,Cc1c(O)ccc2c1c(=O)oc1c(F)c(O)ccc12,-1.69581793295479
CHEMBL206727,0,CCc1c(O)ccc2c1c(=O)oc1c(F)c(O)ccc12,-1.69190238353131
CHEMBL207652,0,C#CCN1CCC(N2CCN(c3ccccc3)CC2)C(O)C1,-3.02081574061977
CHEMBL2079409,0,c1ccc(CCCOCCN2CCCCCC2)cc1,-3.14511408838539
CHEMBL208214,0,Cc1nn(C)c2c1c(=O)c1cc(-c3cc[nH]n3)ccc1n2O,-1.548327788596
CHEMBL2087254,0,Oc1cc2c(cc1O)[C@@]13C=C[C@@H](O)C[C@@H]1N(C2)C[C@H]3O,-3.38219713497789
CHEMBL2088232,0,CC(C)=CCC/C(C)=C/COc1ccc2oc(=O)ccc2c1,-1.42634083250921
CHEMBL2089081,0,CCCCCCc1ccc(-c2nc(N)[nH]c2CCC)cc1,-3.04873117066831
CHEMBL2093676,0,O=C(Cc1cccc2ccccc12)Nc1onc2c1CCC2,-2.47603623390504
CHEMBL2093967,0,Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)c2n1,-2.06539448160308
CHEMBL2094439,0,Cc1ccc(OCCCCCN2CCNCC2)c(C)c1,-3.14472492216977
CHEMBL2094510,0,COc1ccc(C(C)(C)C#Cc2c(C)nc(N)nc2N)cc1,-3.28714851582367
CHEMBL211167,0,NCC(Cc1ccccc1)(Cc1ccccc1)c1nnn[nH]1,-2.63111215682742
CHEMBL214611,0,O=C(O)[C@H]1CSC(c2cc(O)ccc2O)=N1,-1.85396801787902
CHEMBL2158584,0,CSc1nc(-c2ccc(C)cc2C)c2c(C#N)n[nH]c2n1,-1.40164106609558
CHEMBL215861,0,COc1ccc(OCC#Cc2cccc(C)n2)cc1,-2.09308980712539
CHEMBL2159204,0,Cc1nc2cnc3[nH]ccc3c2n1C1CCNCC1(F)F,-2.77268310142771
CHEMBL2159446,0,Cc1ccc([C@@H](C)CC[C@H]2OC2(C)C)c(O)c1,-3.10776638961685
CHEMBL2159568,0,N#Cc1cccc(C2=NOC3CCCCC23)c1C(F)(F)F,-1.55000093419509
CHEMBL215971,0,c1ccc(-c2n[nH]c3c2Cc2ccccc2-3)cc1,-2.60268585701479
CHEMBL216158,0,COc1ccc(Cc2ccccc2)c(CCNC(C)=O)c1,-3.14465082434577
CHEMBL2165813,0,Nc1c(-c2cccc(Br)c2)cnc2ccnn12,-2.58542492603903
